material_id,cnc_num,load_raw_start,unload_half_start,load_half_start,unload_pipe_start
153,1,00:00:00,00:06:14,00:06:49,00:16:38
154,3,00:00:58,00:08:17,00:08:52,00:19:41
155,5,00:01:56,00:10:20,00:10:55,00:22:44
156,7,00:02:54,00:12:23,00:12:58,00:25:47
157,1,00:07:19,00:17:38,00:18:13,00:29:26
158,3,00:09:22,00:20:41,00:21:16,00:32:29
159,5,00:11:25,00:23:44,00:24:19,00:35:32
160,7,00:13:28,00:26:47,00:27:22,00:38:35
161,1,00:18:43,00:30:26,00:31:01,00:42:14
162,3,00:21:46,00:33:29,00:34:04,00:45:17
163,5,00:24:49,00:36:32,00:37:07,00:48:20
164,7,00:27:52,00:39:35,00:40:10,00:51:23
165,1,00:31:31,00:43:14,00:43:49,00:55:02
166,3,00:34:34,00:46:17,00:46:52,00:58:05
167,5,00:37:37,00:49:20,00:49:55,01:01:08
168,7,00:40:40,00:52:23,00:52:58,01:04:11
169,1,00:44:19,00:56:02,00:56:37,01:07:50
170,3,00:47:22,00:59:05,00:59:40,01:10:53
171,5,00:50:25,01:02:08,01:02:43,01:13:56
172,7,00:53:28,01:05:11,01:05:46,01:16:59
173,1,00:57:07,01:08:50,01:09:25,01:20:38
174,3,01:00:10,01:11:53,01:12:28,01:23:41
175,5,01:03:13,01:14:56,01:15:31,01:26:44
176,7,01:06:16,01:17:59,01:18:34,01:29:47
177,1,01:09:55,01:21:38,01:22:13,01:33:26
178,3,01:12:58,01:24:41,01:25:16,01:36:29
179,5,01:16:01,01:27:44,01:28:19,01:39:32
180,7,01:19:04,01:30:47,01:31:22,01:42:35
181,1,01:22:43,01:34:26,01:35:01,01:46:14
182,3,01:25:46,01:37:29,01:38:04,01:49:17
183,5,01:28:49,01:40:32,01:41:07,01:52:20
184,7,01:31:52,01:43:35,01:44:10,01:55:23
185,1,01:35:31,01:47:14,01:47:49,01:59:02
186,3,01:38:34,01:50:17,01:50:52,02:02:05
187,5,01:41:37,01:53:20,01:53:55,02:05:08
